,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,-0.03412636203539781,-0.05495210519728634,-0.6139514940833305,2351.0,2.0,2.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0
1,0.026046443965252086,-0.633034017360425,-0.9324147609688651,1794.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0
2,-0.03412636203539781,-0.05495210519728634,1.6152913741154122,21.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0
3,-0.39516319803929717,1.7343490514981426,-0.29548822719779577,1207.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0
4,0.8082929219737007,2.8354574556184065,0.6599015734588082,2045.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0
5,-0.515508810040597,0.7020599226353951,0.6599015734588082,2385.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0
6,1.1091569519769502,2.8354574556184065,-0.9324147609688651,713.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0
7,1.22950256397825,0.06892259026624335,-0.29548822719779577,2844.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,2.0,3.0
8,-0.5756816160412469,-0.05495210519728634,1.933754641000947,207.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0
9,-1.1774096760477457,0.42678282160532915,1.2968281072298775,3165.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0
10,-0.39516319803929717,1.7343490514981426,0.6599015734588082,1176.0,2.0,4.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0
11,-1.4181009000503455,1.940806877270692,0.6599015734588082,1085.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0
12,0.8082929219737007,-0.9633665385965041,-0.9324147609688651,2636.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
13,-0.2146447800373475,-0.19259065571231934,-0.6139514940833305,615.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0
14,0.026046443965252086,-0.633034017360425,0.022975039687738893,2378.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0
15,-0.2146447800373475,-0.8807834082874844,0.6599015734588082,1649.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0
16,-1.1172368700470958,-0.05495210519728634,0.6599015734588082,2148.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0
17,1.1091569519769502,-0.8807834082874844,-0.29548822719779577,1279.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0
18,1.1091569519769502,-0.6055063072574183,0.34143830657327356,1006.0,4.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
